GeneID,AssociatedGenes,RelatedGenes,ConceptID,DiseaseName,SourceName,SourceID,DiseaseMIM,LastUpdated
1816,DRD5,,C0005747,Blepharospasm,Human Phenotype Ontology,HP:0000643,606798,Feb 16 2016
1816,DRD5,,C0005747,Blepharospasm,MONDO,MONDO:0011728,606798,Feb 16 2016
1821,DRP2,,C0007959,Charcot-Marie-Tooth disease,OMIM phenotypic series,PS118220,,Feb 16 2016
1821,DRP2,,C0007959,Charcot-Marie-Tooth disease,MONDO,MONDO:0015626,,Feb 16 2016
1824,DSC2,,C0349788,Arrhythmogenic right ventricular cardiomyopathy,MONDO,MONDO:0016587,,Feb 16 2016
1824,DSC2,,C1864850,Arrhythmogenic right ventricular dysplasia 11,MONDO,MONDO:0012506,610476,Apr 19 2022
1825,DSC3,,C2751292,Hereditary hypotrichosis with recurrent skin vesicles,MONDO,MONDO:0013136,613102,Apr 19 2022
29940,DSE,,C3809845,"Ehlers-Danlos syndrome, musculocontractural type 2",MONDO,MONDO:0014236,615539,Feb 16 2016
1828,DSG1,,C3809719,Severe dermatitis-multiple allergies-metabolic wasting syndrome,MONDO,MONDO:0014218,615508,Apr 19 2022
1828,DSG1,,C2931122,"Palmoplantar keratoderma i, striate, focal, or diffuse",MONDO,MONDO:0007859,148700,Apr 22 2020
1829,DSG2,,C0349788,Arrhythmogenic right ventricular cardiomyopathy,MONDO,MONDO:0016587,,Feb 16 2016
1829,DSG2,,C2752072,Dilated cardiomyopathy 1BB,MONDO,MONDO:0013030,612877,Feb 16 2016
1829,DSG2,,C1857777,Arrhythmogenic right ventricular dysplasia 10,MONDO,MONDO:0012434,610193,Apr 19 2022
1829,DSG2,,C0007193,Primary dilated cardiomyopathy,,,,Feb 16 2016
1830,DSG3,,C5543184,"Blistering, acantholytic, of oral and laryngeal mucosa",MONDO,MONDO:0030986,619226,Jun  7 2021
147409,DSG4,,C1842839,Hypotrichosis 6,MONDO,MONDO:0011932,607903,Feb 16 2016
1832,DSP,,C1852127,Keratosis palmoplantaris striata 2,MONDO,MONDO:0013034,612908,Apr 19 2022
1832,DSP,,C1854063,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,MONDO,MONDO:0011581,605676,Oct 10 2023
1832,DSP,,C0349788,Arrhythmogenic right ventricular cardiomyopathy,MONDO,MONDO:0016587,,Feb 16 2016
1832,DSP,,C1843896,Arrhythmogenic right ventricular dysplasia 8,MONDO,MONDO:0011831,607450,Oct 14 2020
1832,DSP,,C4014393,"Cardiomyopathy, dilated, with wooly hair, keratoderma, and tooth agenesis",MONDO,MONDO:0014355,615821,Oct 10 2023
1832,DSP,,C1864826,Lethal acantholytic epidermolysis bullosa,MONDO,MONDO:0012323,609638,Apr 22 2020
1834,DSPP,,C0399378,Dentinogenesis imperfecta type 3,MONDO,MONDO:0007442,125500,Apr 23 2021
1834,DSPP,,C1854146,"Deafness, autosomal dominant 39, with dentinogenesis imperfecta 1",MONDO,MONDO:0011571,605594,Feb 16 2016
1834,DSPP,,C1527284,Denticles,,,125420,Feb 16 2016
1834,DSPP,,C2973527,Dentinogenesis imperfecta type 2,MONDO,MONDO:0007441,125490,Apr 23 2021
667,DST,,C3539003,Hereditary sensory and autonomic neuropathy type 6,MONDO,MONDO:0013839,614653,Apr 19 2022
667,DST,,C3809470,"Epidermolysis bullosa simplex 3, localized or generalized intermediate, with BP230 deficiency",MONDO,MONDO:0014180,615425,Apr 19 2022
25778,DSTYK,,C0796019,Hereditary spastic paraplegia 23,MONDO,MONDO:0010046,270750,Apr 17 2020
25778,DSTYK,,C1835826,Congenital anomalies of kidney and urinary tract 1,MONDO,MONDO:0012561,610805,Apr 19 2022
1837,DTNA,,C1858725,Left ventricular noncompaction 1,MONDO,MONDO:0011403,604169,Feb 16 2016
84062,DTNBP1,,C3279756,Hermansky-Pudlak syndrome 7,MONDO,MONDO:0013559,614076,Feb 16 2016
1841,DTYMK,,C5676972,"Neurodegeneration, childhood-onset, with progressive microcephaly",MONDO,MONDO:0859241,619847,May 19 2022
50506,DUOX2,,C1846632,Thyroid dyshormonogenesis 6,MONDO,MONDO:0011792,607200,Feb 16 2016
405753,DUOXA2,,C0342196,Thyroglobulin synthesis defect,,,274900,Feb 16 2016
1848,DUSP6,,C3808981,Hypogonadotropic hypogonadism 19 with or without anosmia,MONDO,MONDO:0014105,615269,Feb 16 2016
1848,DUSP6,,C0342384,Hypogonadotropic hypogonadism 7 with or without anosmia,MONDO,MONDO:0007794,146110,Mar  6 2016
1854,DUT,,C5774218,Bone marrow failure and diabetes mellitus syndrome,MONDO,MONDO:0859288,620044,Oct 12 2022
1855,DVL1,,C4551475,Autosomal dominant Robinow syndrome 1,MONDO,MONDO:0024455,180700,Apr 19 2022
1855,DVL1,,C4225363,Autosomal dominant Robinow syndrome 2,MONDO,MONDO:0014591,616331,Apr 19 2022
1857,DVL3,,C4225164,Autosomal dominant Robinow syndrome 3,MONDO,MONDO:0014819,616894,Apr 19 2022
54808,DYM,,C3888088,Smith-McCort dysplasia 1,MONDO,MONDO:0011814,607326,Oct 23 2016
54808,DYM,,C0265286,Dyggve-Melchior-Clausen syndrome,,,223800,Feb 16 2016
1778,DYNC1H1,,C1834690,Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures,MONDO,MONDO:0008026,158600,Apr 19 2022
1778,DYNC1H1,,C3281202,"Intellectual disability, autosomal dominant 13",MONDO,MONDO:0013805,614563,Mar 29 2022
1778,DYNC1H1,,C3280220,Charcot-Marie-Tooth disease axonal type 2O,MONDO,MONDO:0013644,614228,Apr 19 2022
1781,DYNC1I2,,C5193123,Neurodevelopmental disorder with microcephaly and structural brain anomalies,MONDO,MONDO:0032779,618492,Jan 22 2021
79659,DYNC2H1,,C0036069,Asphyxiating thoracic dystrophy 3,MONDO,MONDO:0013127,613091,Apr 19 2022
55112,DYNC2I1,,C3809691,Short-rib thoracic dysplasia 8 with or without polydactyly,MONDO,MONDO:0014214,615503,Aug 24 2016
89891,DYNC2I2,,C3810200,Short-rib thoracic dysplasia 11 with or without polydactyly,MONDO,MONDO:0014287,615633,Feb 16 2016
51626,DYNC2LI1,,C4310724,Short-rib thoracic dysplasia 15 with polydactyly,MONDO,MONDO:0014907,617088,Jun 20 2017
255758,DYNLT2B,,C4479416,Short-rib thoracic dysplasia 17 with or without polydactyly,MONDO,MONDO:0054565,617405,Jun 20 2017
1859,DYRK1A,,C5568143,DYRK1A-related intellectual disability syndrome,MONDO,MONDO:0013578,614104,Mar 29 2022
9149,DYRK1B,,C4014361,Abdominal obesity-metabolic syndrome 3,MONDO,MONDO:0014352,615812,Feb 16 2016
8291,DYSF,,C0686353,Limb-girdle muscular dystrophy,Orphanet,ORPHA263,,Feb 16 2016
8291,DYSF,,C0686353,Limb-girdle muscular dystrophy,Human Phenotype Ontology,HP:0006785,,Feb 16 2016
8291,DYSF,,C0686353,Limb-girdle muscular dystrophy,MONDO,MONDO:0016971,,Feb 16 2016
8291,DYSF,,C1847532,Distal myopathy with anterior tibial onset,MONDO,MONDO:0011721,606768,Apr 19 2022
8291,DYSF,,C1850889,Autosomal recessive limb-girdle muscular dystrophy type 2B,MONDO,MONDO:0009676,253601,Apr 17 2020
8291,DYSF,,C4551973,Miyoshi muscular dystrophy 1,MONDO,MONDO:0024545,254130,Feb 16 2016
22873,DZIP1,,C1835814,"Mitral valve prolapse, myxomatous 3",MONDO,MONDO:0012569,610840,Apr 19 2022
22873,DZIP1,,C5436818,Spermatogenic failure 47,MONDO,MONDO:0030844,619102,Apr  8 2021
199221,DZIP1L,,C4539903,Polycystic kidney disease 5,MONDO,MONDO:0033281,617610,Jan 22 2021
124454,EARS2,,C4706421,Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,MONDO,MONDO:0013971,614924,Apr 19 2022
253738,EBF3,,C4310618,"Hypotonia, ataxia, and delayed development syndrome",MONDO,MONDO:0015021,617330,Jun 20 2017
10682,EBP,,C4085243,MEND syndrome,MONDO,MONDO:0010498,300960,Feb 16 2016
10682,EBP,,C0282102,Chondrodysplasia punctata 2 X-linked dominant,NCBI curation,,302960,May 28 2020
1889,ECE1,,CN305331,"Essential hypertension, genetic",MONDO,MONDO:0007781,145500,Dec 27 2021
1889,ECE1,,C3151237,"Hirschsprung disease, cardiac defects, and autonomic dysfunction",MONDO,MONDO:0013473,613870,Feb 16 2016
9427,ECEL1,,C3554415,Distal arthrogryposis type 5D,MONDO,MONDO:0014028,615065,Sep 16 2018
1892,ECHS1,,C4225391,Mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency,MONDO,MONDO:0014563,616277,Apr 19 2022
1893,ECM1,,C0023795,Lipid proteinosis,,,247100,Feb 16 2016
1896,EDA,,C0162359,Hypohidrotic X-linked ectodermal dysplasia,NCBI curation,,305100,Feb 16 2016
1896,EDA,,C1970757,"Tooth agenesis, selective, X-linked, 1",MONDO,MONDO:0010741,313500,Feb 16 2016
10913,EDAR,,C2675460,Hair morphology 1,,,612630,Feb 16 2016
10913,EDAR,,C3888065,"Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant",MONDO,MONDO:0007509,129490,May  6 2020
10913,EDAR,,C3887494,"Ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive",MONDO,MONDO:0009147,224900,Apr 19 2022
128178,EDARADD,,C3539920,"Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive",MONDO,MONDO:0013983,614941,Apr 19 2022
128178,EDARADD,,C3541517,"Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant",MONDO,MONDO:0013982,614940,Apr 19 2022
128178,EDARADD,,C3887494,"Ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive",MONDO,MONDO:0009147,224900,Apr 19 2022
128178,EDARADD,,C3888065,"Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant",MONDO,MONDO:0007509,129490,May  6 2020
80153,EDC3,,C4225319,"Intellectual disability, autosomal recessive 50",MONDO,MONDO:0014649,616460,Mar 29 2022
80267,EDEM3,,C5561971,"Congenital disorder of glycosylation, type 2v",MONDO,MONDO:0030423,619493,Jun  1 2022
1906,EDN1,,C2748545,"Question mark ears, isolated",MONDO,MONDO:0013013,612798,Feb 16 2016
1906,EDN1,,C3810332,Auriculocondylar syndrome 3,MONDO,MONDO:0014312,615706,Feb 16 2016
1908,EDN3,,C3150975,"Hirschsprung disease, susceptibility to, 4",MONDO,MONDO:0013384,613712,Apr 19 2022
1908,EDN3,,C2750457,Waardenburg syndrome type 4B,MONDO,MONDO:0013201,613265,Feb 16 2016
1909,EDNRA,,C3887485,"Migraine with or without aura, susceptibility to, 1",MONDO,MONDO:0008000,157300,Oct 19 2021
1909,EDNRA,,C4225349,Mandibulofacial dysostosis with alopecia,MONDO,MONDO:0014608,616367,Feb 16 2016
1910,EDNRB,,C1848519,Waardenburg syndrome type 4A,MONDO,MONDO:0010192,277580,Feb 16 2016
1910,EDNRB,,C1838099,ABCD syndrome,MONDO,MONDO:0010895,600501,Feb 16 2016
1910,EDNRB,,C1838564,"Hirschsprung disease, susceptibility to, 2",MONDO,MONDO:0010833,600155,Apr 19 2022
8726,EED,,C4479654,Cohen-Gibson syndrome,MONDO,MONDO:0060510,617561,Jul 30 2017
1917,EEF1A2,,C4225337,"Developmental and epileptic encephalopathy, 33",MONDO,MONDO:0014625,616409,Apr 19 2022
1917,EEF1A2,,C4225343,"Intellectual disability, autosomal dominant 38",MONDO,MONDO:0014617,616393,Mar 29 2022
1938,EEF2,,C1836395,Spinocerebellar ataxia type 26,MONDO,MONDO:0012246,609306,Apr 22 2020
2202,EFEMP1,,C1832174,Doyne honeycomb retinal dystrophy,MONDO,MONDO:0007471,126600,Feb 16 2016
30008,EFEMP2,,C3280798,"Cutis laxa, autosomal recessive, type 1B",MONDO,MONDO:0013754,614437,Apr 19 2022
114327,EFHC1,,C2750892,"Epilepsy, juvenile absence, susceptibility to, 1",MONDO,MONDO:0020772,607631,Apr 12 2023
114327,EFHC1,,C1850778,"Myoclonic epilepsy, juvenile, susceptibility to, 1",MONDO,MONDO:0020752,254770,Feb  1 2022
79631,EFL1,,C4693704,Shwachman-Diamond syndrome 2,MONDO,MONDO:0044205,617941,Jan 22 2021
1947,EFNB1,,C0220767,Craniofrontonasal syndrome,MONDO,MONDO:0010570,304110,Apr 22 2020
9343,EFTUD2,,C1864652,Mandibulofacial dysostosis-microcephaly syndrome,MONDO,MONDO:0012516,610536,Apr 17 2020
1950,EGF,,C2673648,Renal hypomagnesemia 4,MONDO,MONDO:0012717,611718,Apr 19 2022
1956,EGFR,,CN077999,Panitumumab response,,,,Feb 16 2016
1956,EGFR,,CN077967,Cetuximab response,,,,Feb 16 2016
1956,EGFR,,C0242379,Lung cancer,MONDO,MONDO:0008903,211980,Jan 15 2021
1956,EGFR,,C4015130,"Inflammatory skin and bowel disease, neonatal, 2",MONDO,MONDO:0014481,616069,Feb 16 2016
54583,EGLN1,,C1853286,"Erythrocytosis, familial, 3",MONDO,MONDO:0012353,609820,Feb 16 2016
54583,EGLN1,,C1836778,"Hemoglobin, high altitude adaptation",,,609070,Aug 24 2016
1959,EGR2,,C1843247,Charcot-Marie-Tooth disease type 1D,MONDO,MONDO:0011890,607678,Apr 19 2022
1959,EGR2,,C4721436,Charcot-Marie-Tooth disease type 4E,MONDO,MONDO:0011527,605253,Apr 19 2022
1959,EGR2,,C0011195,Dejerine-Sottas disease,NCBI curation,,145900,Feb 16 2016
23301,EHBP1,,C2678479,"Prostate cancer, hereditary, 12",MONDO,MONDO:0012741,611868,Feb 16 2016
1962,EHHADH,,C3810100,Fanconi renotubular syndrome 3,MONDO,MONDO:0014275,615605,Feb 16 2016
79813,EHMT1,,C0795833,Kleefstra syndrome 1,MONDO,MONDO:0027407,610253,Jan  2 2020
27102,EIF2AK1,,C5394371,"Leukoencephalopathy, motor delay, spasticity, and dysarthria syndrome",MONDO,MONDO:0030036,618878,Jan 22 2021
5610,EIF2AK2,,C5394367,"Leukoencephalopathy, developmental delay, and episodic neurologic regression syndrome",MONDO,MONDO:0030035,618877,Jan 22 2021
5610,EIF2AK2,,C5562054,Dystonia 33,MONDO,MONDO:0030513,619687,Jan 21 2022
9451,EIF2AK3,,C0432217,Wolcott-Rallison dysplasia,,,226980,Feb 16 2016
440275,EIF2AK4,,C0340848,Familial pulmonary capillary hemangiomatosis,NCBI curation,,234810,Oct 18 2021
1967,EIF2B1,,CN294274,Leukoencephalopathy with vanishing white matter 1,MONDO,MONDO:0020507,603896,Oct 10 2023
8892,EIF2B2,,CN327004,Leukoencephalopathy with vanishing white matter 2,NCBI curation,,620312,Apr 28 2023
8891,EIF2B3,,CN327005,Leukoencephalopathy with vanishing white matter 3,NCBI curation,,620313,Apr 28 2023
8890,EIF2B4,,CN327006,Leukoencephalopathy with vanishing white matter 4,NCBI curation,,620314,Apr 28 2023
8893,EIF2B5,,CN327007,Leukoencephalopathy with vanishing white matter 5,NCBI curation,,620315,Apr 28 2023
1968,EIF2S3,,C1846278,MEHMO syndrome,MONDO,MONDO:0010258,300148,Jan 20 2018
8665,EIF3F,,C4749019,"Intellectual developmental disorder, autosomal recessive 67",MONDO,MONDO:0032662,618295,Jan 22 2021
1974,EIF4A2,,CN372453,"Neurodevelopmental disorder with hypotonia and speech delay, with or without seizures",MONDO,MONDO:0957541,620455,Aug  7 2023
9775,EIF4A3,,C1849348,Richieri Costa-Pereira syndrome,MONDO,MONDO:0009998,268305,Apr 22 2020
1977,EIF4E,,C3554495,"Autism, susceptibility to, 19",MONDO,MONDO:0014041,615091,Feb 16 2016
1981,EIF4G1,,C3280271,"Parkinson disease 18, autosomal dominant, susceptibility to",MONDO,MONDO:0013653,614251,Apr 19 2022
1984,EIF5A,,C5543554,Faundes-Banka syndrome,MONDO,MONDO:0859163,619376,Apr 10 2023
60528,ELAC2,,C3539120,"Prostate cancer, hereditary, 2",MONDO,MONDO:0013872,614731,Feb 16 2016
60528,ELAC2,,C3809526,Combined oxidative phosphorylation defect type 17,MONDO,MONDO:0014190,615440,Apr 19 2022
1991,ELANE,,C0221023,Cyclical neutropenia,,,162800,Feb 16 2016
1991,ELANE,,C1859966,"Neutropenia, severe congenital, 1, autosomal dominant",MONDO,MONDO:0042490,202700,Apr 19 2022
2000,ELF4,,C5575495,"Autoinflammatory syndrome, familial, X-linked, Behcet-like 2",MONDO,MONDO:0024770,301074,Jul  7 2022
63916,ELMO2,,C1847197,Primary intraosseous venous malformation,MONDO,MONDO:0011744,606893,Apr 19 2022
84173,ELMOD3,,C2829267,Autosomal recessive nonsyndromic hearing loss 88,MONDO,MONDO:0014182,615429,Apr 19 2022
84173,ELMOD3,,C5561972,"Hearing loss, autosomal dominant 81",MONDO,MONDO:0030549,619500,Jun  1 2022
2006,ELN,,C0175702,Williams syndrome,MONDO,MONDO:0008678,194050,Feb 16 2016
2006,ELN,,C3276539,"Cutis laxa, autosomal dominant 1",MONDO,MONDO:0007411,123700,May 12 2017
2006,ELN,,C0003499,Supravalvar aortic stenosis,,,185500,Feb 16 2016
64834,ELOVL1,,C5193147,"Ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facial features",MONDO,MONDO:0032798,618527,Jan 22 2021
6785,ELOVL4,,C1838644,Stargardt disease 3,MONDO,MONDO:0010819,600110,Apr 19 2022
6785,ELOVL4,,C1851481,Spinocerebellar ataxia type 34,MONDO,MONDO:0007574,133190,Apr 22 2020
6785,ELOVL4,,C3280856,Congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome,MONDO,MONDO:0013760,614457,Mar 28 2022
60481,ELOVL5,,C4518337,Spinocerebellar ataxia type 38,MONDO,MONDO:0014417,615957,Apr 19 2022
8518,ELP1,,C0013364,Familial dysautonomia,,,223900,Feb 16 2016
8518,ELP1,,C0025149,Medulloblastoma,Human Phenotype Ontology,HP:0002885,155255,Feb 16 2016
8518,ELP1,,C0025149,Medulloblastoma,MONDO,MONDO:0007959,155255,Feb 16 2016
55250,ELP2,,C4310641,"Intellectual disability, autosomal recessive 58",MONDO,MONDO:0014996,617270,Mar 29 2022
26610,ELP4,,C0344543,Aniridia 2,MONDO,MONDO:0014937,617141,Jun 20 2017
23065,EMC1,,C4225172,"Cerebellar atrophy, visual impairment, and psychomotor retardation;",MONDO,MONDO:0014811,616875,Apr 19 2022
284361,EMC10,,C5543268,Neurodevelopmental disorder with dysmorphic facies and variable seizures,MONDO,MONDO:0031011,619264,Jun  7 2021
2010,EMD,,C5243475,"Emery-Dreifuss muscular dystrophy 1, X-linked",NCBI curation,,310300,Oct  6 2023
10436,EMG1,,C1859405,Bowen-Conradi syndrome,MONDO,MONDO:0008879,211180,Feb 16 2016
11117,EMILIN1,,C5774234,"Neuronopathy, distal hereditary motor, type X",MONDO,MONDO:0859300,620080,Oct 26 2022
2009,EML1,,C4284594,Band heterotopia of brain,MONDO,MONDO:0010873,600348,Apr 19 2022
2013,EMP2,,C4014507,"Nephrotic syndrome, type 10",MONDO,MONDO:0014373,615861,Feb 16 2016
2018,EMX2,,C0266484,Schizencephaly,Human Phenotype Ontology,HP:0010636,269160,Mar 26 2021
2018,EMX2,,C0266484,Schizencephaly,MONDO,MONDO:0010011,269160,Mar 26 2021
2019,EN1,,C5543142,"Endove syndrome, limb-brain type",MONDO,MONDO:0030979,619218,Jun  7 2021
10117,ENAM,,C2673923,Amelogenesis imperfecta type 1C,MONDO,MONDO:0008770,204650,Apr 19 2022
10117,ENAM,,C0399368,Amelogenesis imperfecta - hypoplastic autosomal dominant - local,,,104500,Feb 16 2016
2022,ENG,,C4551861,"Telangiectasia, hereditary hemorrhagic, type 1",MONDO,MONDO:0008535,187300,Apr 19 2022
2027,ENO3,,C2752027,Glycogen storage disease due to muscle beta-enolase deficiency,MONDO,MONDO:0013046,612932,Apr 17 2020
5167,ENPP1,,C3809781,Hypopigmentation-punctate palmoplantar keratoderma syndrome,MONDO,MONDO:0014227,615522,Apr 19 2022
5167,ENPP1,,C4551985,"Arterial calcification, generalized, of infancy, 1",MONDO,MONDO:0008817,208000,Dec 22 2019
5167,ENPP1,,C2750078,"Hypophosphatemic rickets, autosomal recessive, 2",MONDO,MONDO:0013219,613312,Feb 16 2016
5167,ENPP1,,C4054476,Inherited obesity,MONDO,MONDO:0019182,601665,Jan 13 2023
5167,ENPP1,,C0011860,Type 2 diabetes mellitus,MONDO,MONDO:0005148,125853,Oct 10 2023
5167,ENPP1,,C0011860,Type 2 diabetes mellitus,Human Phenotype Ontology,HP:0005978,125853,Oct 10 2023
953,ENTPD1,,C3810289,Hereditary spastic paraplegia 64,MONDO,MONDO:0014303,615683,Apr 19 2022
285203,EOGT,,C3809092,Adams-Oliver syndrome 4,MONDO,MONDO:0014124,615297,Feb 16 2016
2033,EP300,,C4551859,Rubinstein-Taybi syndrome due to CREBBP mutations,MONDO,MONDO:0008393,180849,Apr 19 2022
2033,EP300,,C3150941,Rubinstein-Taybi syndrome due to EP300 haploinsufficiency,MONDO,MONDO:0013364,613684,Apr 19 2022
2033,EP300,,C5193035,Menke-Hennekam syndrome 2,MONDO,MONDO:0020769,618333,Feb 25 2019
2033,EP300,,C0346629,Colorectal cancer,MONDO,MONDO:0005575,114500,Apr 19 2022
2034,EPAS1,,C2673187,"Erythrocytosis, familial, 4",MONDO,MONDO:0012729,611783,Feb 16 2016
2035,EPB41,,C2678497,Elliptocytosis 1,MONDO,MONDO:0012731,611804,Feb 16 2016
2036,EPB41L1,,C3280285,"Intellectual disability, autosomal dominant 11",MONDO,MONDO:0013658,614257,Mar 29 2022
2038,EPB42,,C2675192,Hereditary spherocytosis type 5,MONDO,MONDO:0012985,612690,Apr 19 2022
4072,EPCAM,,C2750737,Congenital diarrhea 5 with tufting enteropathy,MONDO,MONDO:0013184,613217,Apr 19 2022
4072,EPCAM,,C2750471,Lynch syndrome 8,MONDO,MONDO:0013196,613244,Jan 12 2023
57724,EPG5,,C1855772,Vici syndrome,MONDO,MONDO:0009452,242840,Apr  6 2018
284656,EPHA10,,CN323709,"Hearing loss, autosomal dominant 88",MONDO,MONDO:0859527,620283,Apr 10 2023
1969,EPHA2,,C1861825,Cataract 6 multiple types,MONDO,MONDO:0007288,116600,Apr 19 2022
2048,EPHB2,,C5193111,"Bleeding disorder, platelet-type, 22",MONDO,MONDO:0032765,618462,Jan 22 2021
2048,EPHB2,,C1863600,Prostate cancer/brain cancer susceptibility,MONDO,MONDO:0011361,603688,Feb 16 2016
2050,EPHB4,,C4310629,Lymphatic malformation 7,MONDO,MONDO:0015009,617300,Apr 19 2022
2050,EPHB4,,C1842180,Capillary malformation-arteriovenous malformation syndrome,MONDO,MONDO:0012016,,Apr 19 2022
2050,EPHB4,,C4748670,Capillary malformation-arteriovenous malformation 2,MONDO,MONDO:0020785,618196,Jan  2 2020
2053,EPHX2,,C0745103,"Hypercholesterolemia, familial, 1",MONDO,MONDO:0007750,143890,Apr 19 2022
7957,EPM2A,,C0751783,Lafora disease,MONDO,MONDO:0009697,254780,Feb 16 2016
2056,EPO,,C2675471,"Microvascular complications of diabetes, susceptibility to, 2",MONDO,MONDO:0012962,612623,Apr 19 2022
2056,EPO,,C4693556,Diamond-Blackfan anemia-like,MONDO,MONDO:0060662,617911,Jan 22 2021
2056,EPO,,C4693552,"Erythrocytosis, familial, 5",MONDO,MONDO:0033483,617907,Jan 22 2021
2057,EPOR,,C4551637,Primary familial polycythemia due to EPO receptor mutation,MONDO,MONDO:0007572,133100,Apr 17 2020
2058,EPRS1,,C4693733,"Leukodystrophy, hypomyelinating, 15",MONDO,MONDO:0054782,617951,Jan 22 2021
2059,EPS8,,C3892050,Autosomal recessive nonsyndromic hearing loss 102,MONDO,MONDO:0014428,615974,Apr 19 2022
64787,EPS8L2,,C4539954,"Hearing loss, autosomal recessive 106",MONDO,MONDO:0033198,617637,Jan  1 2022
79574,EPS8L3,,C2748535,Hypotrichosis 5,MONDO,MONDO:0013017,612841,Feb 16 2016
8288,EPX,,C1850000,Eosinophil peroxidase deficiency,MONDO,MONDO:0043364,261500,Apr 17 2016
26284,ERAL1,,C4479656,Perrault syndrome 6,MONDO,MONDO:0033047,617565,Apr  6 2018
2064,ERBB2,,C5561950,"Visceral neuropathy, familial, 2, autosomal recessive",MONDO,MONDO:0030399,619465,Apr 19 2022
2064,ERBB2,,C0919267,Neoplasm of ovary,,,167000,Feb 16 2016
2064,ERBB2,,CN233145,Pertuzumab response,NCBI curation,,,Feb 16 2016
2064,ERBB2,,C0242379,Lung cancer,MONDO,MONDO:0008903,211980,Jan 15 2021
2064,ERBB2,,CN077999,Panitumumab response,,,,Feb 16 2016
2064,ERBB2,,CN078025,Trastuzumab response,,,,Feb 16 2016
2064,ERBB2,,C2750850,Glioma susceptibility 1,MONDO,MONDO:0024498,137800,Feb 16 2016
2064,ERBB2,,C0024623,Gastric cancer,Human Phenotype Ontology,HP:0012126,613659,Oct 10 2023
2064,ERBB2,,C0024623,Gastric cancer,MONDO,MONDO:0001056,613659,Oct 10 2023
2064,ERBB2,,CN077967,Cetuximab response,,,,Feb 16 2016
2065,ERBB3,,C1855733,"Visceral neuropathy, familial, 1, autosomal recessive",MONDO,MONDO:8000011,243180,Dec 29 2021
2065,ERBB3,,C5552985,"Erythroleukemia, familial, susceptibility to",MONDO,MONDO:0007573,133180,Dec 10 2022
2065,ERBB3,,C1843478,Lethal congenital contracture syndrome 2,MONDO,MONDO:0011868,607598,Feb 16 2016
2066,ERBB4,,C3715155,Amyotrophic lateral sclerosis type 19,MONDO,MONDO:0014223,615515,Apr 19 2022
2067,ERCC1,,C0043346,Xeroderma pigmentosum,MONDO,MONDO:0019600,,Feb 16 2016
2067,ERCC1,,CN119607,ERCC1-Related Xeroderma Pigmentosum,,,,Feb 16 2016
2067,ERCC1,,C1853100,Cerebrooculofacioskeletal syndrome 4,MONDO,MONDO:0012554,610758,Feb 16 2016
2068,ERCC2,,C1866504,"Trichothiodystrophy 1, photosensitive",MONDO,MONDO:0011125,601675,Jan  7 2022
2068,ERCC2,,C0268138,"Xeroderma pigmentosum, group D",,,278730,Feb 16 2016
2068,ERCC2,,C1853102,Cerebrooculofacioskeletal syndrome 2,MONDO,MONDO:0012553,610756,Feb 16 2016
2071,ERCC3,,C4225344,"Trichothiodystrophy 2, photosensitive",MONDO,MONDO:0014615,616390,Feb 16 2016
2071,ERCC3,,C0268136,Xeroderma pigmentosum group B,MONDO,MONDO:0012531,610651,Apr 19 2022
2072,ERCC4,,C0268140,"Xeroderma pigmentosum, group F",,,278760,Feb 16 2016
2072,ERCC4,,C3808988,Fanconi anemia complementation group Q,MONDO,MONDO:0014108,615272,Apr 19 2022
2072,ERCC4,,C1970416,XFE progeroid syndrome,MONDO,MONDO:0012590,610965,Feb 16 2016
2073,ERCC5,,C1851443,Cerebrooculofacioskeletal syndrome 3,MONDO,MONDO:0014696,616570,Sep 14 2017
2073,ERCC5,,C0268141,"Xeroderma pigmentosum, group G",,,278780,Feb 16 2016
2074,ERCC6,,C4310783,Premature ovarian failure 11,MONDO,MONDO:0014843,616946,Apr 23 2018
2074,ERCC6,,C0751038,Cockayne syndrome type 2,MONDO,MONDO:0019570,133540,Apr 19 2022
2074,ERCC6,,C0242379,Lung cancer,MONDO,MONDO:0008903,211980,Jan 15 2021
2074,ERCC6,,C3551173,UV-sensitive syndrome 1,MONDO,MONDO:0010909,600630,Dec 24 2019
2074,ERCC6,,C0265201,DE SANCTIS-CACCHIONE SYNDROME,OMIM,278800,278800,May 13 2016
2074,ERCC6,,C3151063,Age related macular degeneration 5,MONDO,MONDO:0013409,613761,Apr 19 2022
